name,type,vocab,te_fert,en_fert,parity,te_comp,digit
Saiteja__telugu-bpe,,50000,1.6363636363636365,1.280701754385965,1.277708592777086,4.680555555555555,
sarvamai__sarvam-30b,,262144,2.477272727272727,1.1929824561403508,2.0765374331550803,3.091743119266055,
tiktoken_cl100k,,100000,13.570620437956205,1.1404027601746234,11.899848818217707,0.5644573533959956,
